symA,symB,S_cos,S_dot,S_wdot,same_group,same_period
Ca,Ir,-5.805683167509e-02,-4.655341929554e-01,4.714182556197e+01,0,0
Ca,Pt,-1.259553682313e-01,-8.604666133224e-01,3.874501739523e+01,0,0
Ca,Au,-4.039472223295e-01,-2.996130234246e+00,-8.795916320495e+01,0,0
Ca,Hg,3.311393980510e-01,3.054558146073e+00,1.356372639943e+02,0,0
Ca,Tl,-2.867934509545e-01,-2.231433387690e+00,-5.207858250598e+01,0,0
Ca,Pb,-1.725715445003e-01,-1.142534218935e+00,1.807431240953e+01,0,0
Ca,Bi,-1.853580599216e-01,-6.226542951136e+00,-1.004643515170e+02,0,0
Ca,Po,-3.994621351788e-01,-3.420584583894e+00,-9.431599917443e+01,0,0
Ca,At,-2.396509047448e-01,-7.337025890139e+00,-3.924318212036e+02,0,0
Ca,Rn,-1.015978175136e-01,-1.068432044570e+00,-5.117733480283e+01,0,0
Ca,Fr,-7.234434419341e-02,-2.651397014221e+00,-2.026894519440e+01,0,0
Ca,Ra,-3.032159969188e-01,-2.489546963572e+00,-4.066669584015e+01,1,0
Ca,Ac,-2.753702842191e-01,-3.006936011066e+00,-5.458087662361e+01,0,0
Ca,Th,2.078088265538e-01,5.936332420076e+00,4.938493020740e+02,0,0
Ca,Pa,-5.125132025411e-01,-8.373078819623e+00,-6.350051992295e+02,0,0
Ca,U,-5.033589947209e-01,-8.240646957569e+00,-6.263191761246e+02,0,0
Ca,Np,-5.068430388766e-01,-8.283021225100e+00,-6.377409079658e+02,0,0
Ca,Pu,-4.990680952667e-01,-8.156479765615e+00,-6.302694374793e+02,0,0
Ca,Am,-4.966470730731e-01,-8.467120528568e+00,-6.606112404197e+02,0,0
Ca,Cm,-4.848752771603e-01,-7.962285340995e+00,-6.218044483649e+02,0,0
Ca,Bk,-5.015969668476e-01,-8.202258364684e+00,-6.274234134714e+02,0,0
Ca,Cf,-5.092948277972e-01,-8.535250364978e+00,-6.569526629995e+02,0,0
Ca,Es,-5.224192114057e-01,-9.352751703110e+00,-6.941738783322e+02,0,0
Ca,Fm,-4.945582223649e-01,-1.256067035627e+01,-7.061235147935e+02,0,0
Ca,Md,-4.947761981831e-01,-1.256933681844e+01,-7.064932938069e+02,0,0
Ca,No,-4.948752711702e-01,-1.257359576556e+01,-7.066750137792e+02,0,0
Ca,Lr,-4.870974627503e-01,-1.240721207249e+01,-6.995757849776e+02,0,0
Ca,Rf,-4.929821236683e-01,-1.251337623412e+01,-7.041055778918e+02,0,0
Ca,Db,-4.952572131046e-01,-1.259286007291e+01,-7.074969797004e+02,0,0
Ca,Sg,-4.955260128220e-01,-1.269190535489e+01,-7.117230255678e+02,0,0
Ca,Bh,-4.956455172738e-01,-1.267952469465e+01,-7.111947698344e+02,0,0
Ca,Hs,-4.957218245773e-01,-1.266714403440e+01,-7.106665141009e+02,0,0
Sc,Ti,9.546896892080e-01,7.610543894493e+00,2.979375416497e+02,0,1
Sc,V,9.382191171374e-01,7.360182948311e+00,2.904299840144e+02,0,1
Sc,Cr,6.395785327110e-01,5.586109712336e+00,2.911768455213e+02,0,1
Sc,Mn,3.364758506938e-01,2.562437977243e+00,1.579026850005e+02,0,1
Sc,Fe,7.181223045310e-01,1.095704320329e+01,3.972455248606e+02,0,1
Sc,Co,1.886614101245e-01,2.420176183266e+00,-1.414074134876e+02,0,1
Sc,Ni,6.117447051091e-01,3.176198965757e+00,1.108687576656e+02,0,1
Sc,Cu,5.513134853280e-01,2.496649152701e+00,1.626186092300e+02,0,1
Sc,Zn,-3.014585834689e-02,-2.088579464653e-01,1.234229323114e+02,0,1
Sc,Ga,5.304080865026e-01,2.265899021451e+00,1.336766954957e+02,0,1
Sc,Ge,5.634179210372e-01,3.542545915545e+00,2.231036199844e+02,0,1
Sc,As,5.764474460440e-02,2.503855513003e-01,2.032285473560e+01,0,1
Sc,Se,3.259017885667e-01,1.629020775370e+00,8.508933805332e+01,0,1
Sc,Br,-7.277895908650e-03,-5.854453823858e-02,7.429596598764e+01,0,1
Sc,Kr,-3.359071586636e-01,-5.794032505068e+00,5.903892661468e+01,0,1
Sc,Rb,4.622530869435e-01,2.535736983585e+00,1.389838404121e+02,0,0
Sc,Sr,5.892488956275e-01,2.954835974326e+00,1.704116194497e+02,0,0
Sc,Y,-7.346297851469e-02,-2.704364662533e+00,8.742694261785e+01,1,0
Sc,Zr,6.335134271309e-01,4.432956276880e+00,1.398048262993e+02,0,0
Sc,Nb,2.081432951033e-01,2.674533527614e+00,-1.362671987652e+02,0,0
Sc,Mo,-5.280995044647e-02,-2.103639322202e+00,1.109619475607e+02,0,0
Sc,Tc,6.632514073952e-01,3.974037311328e+00,1.344352263360e+02,0,0
Sc,Ru,6.712491509644e-01,4.150855660667e+00,1.385497833714e+02,0,0
Sc,Rh,5.268510893932e-01,3.519785985991e+00,8.562759440778e+01,0,0
Sc,Pd,1.859072851894e-01,2.391644158269e+00,-1.415595337633e+02,0,0
Sc,Ag,-1.333864344000e-01,-6.099935933796e-01,4.320548080062e+01,0,0
Sc,Cd,-1.800332020481e-01,-8.072732970657e-01,3.361992222554e+01,0,0
Sc,In,4.559433609459e-01,2.502215388179e+00,9.863487762492e+01,0,0
Sc,Sn,6.451726236405e-01,2.820239733927e+00,1.248961388127e+02,0,0
Sc,Sb,2.931458864306e-01,1.385870187650e+00,6.480116463910e+01,0,0
Sc,Te,3.638890484298e-01,1.718924634924e+00,7.921300765558e+01,0,0
Sc,I,2.774378433747e-01,1.408807070730e+00,1.077412383681e+02,0,0
Sc,Xe,-2.741941064149e-01,-2.990997154965e+00,7.622357995727e+01,0,0
Sc,Cs,4.869516890574e-01,2.749170970599e+00,1.378526965362e+02,0,0
Sc,Ba,3.590427284785e-01,2.782094039589e+00,1.642644480789e+02,0,0
Sc,La,6.543123577682e-01,4.304972587406e+00,1.517375134943e+02,1,0
Sc,Ce,6.626375440780e-01,6.711244406564e+00,3.345939112093e+02,1,0
Sc,Pr,6.123463315633e-01,4.713339837000e+00,1.755848557159e+02,1,0
Sc,Nd,6.466844171052e-01,5.502721935277e+00,2.572147975958e+02,1,0
Sc,Pm,4.902630434608e-01,3.671454426662e+00,9.393840049187e+01,1,0
Sc,Sm,6.809016818178e-01,5.069430906109e+00,1.976943066303e+02,1,0
Sc,Eu,4.541926740393e-01,3.670429277122e+00,1.876590187707e+02,1,0
Sc,Gd,7.376458084583e-01,5.536528316406e+00,2.376885110461e+02,1,0
Sc,Tb,7.044516101767e-01,5.625535866250e+00,2.347752574470e+02,1,0
Sc,Dy,6.073779568937e-01,5.221256485611e+00,2.580294237399e+02,1,0
Sc,Ho,5.706302505141e-01,3.972872198910e+00,1.229810889230e+02,1,0
Sc,Er,6.053606115645e-01,5.040974711455e+00,2.429383576195e+02,1,0
Sc,Tm,3.962552136674e-01,3.418665246496e+00,1.974571262792e+02,1,0
Sc,Yb,3.642358113478e-01,1.827243745258e+00,7.144115391380e+01,1,0
Sc,Lu,5.551647372441e-01,3.479068586165e+00,1.009231729656e+02,1,0
Sc,Hf,-1.317402066647e-01,-1.951124522181e+00,9.526495707639e+01,0,0
Sc,Ta,6.486430389482e-01,4.105766062659e+00,1.375380266984e+02,0,0
Sc,W,-1.117835203479e-01,-1.658046623272e+00,1.372184600994e+02,0,0
Sc,Re,5.661410100354e-01,3.053736879128e+00,1.092302841424e+02,0,0
Sc,Os,5.997411313785e-01,3.517698186641e+00,1.065144184302e+02,0,0
Sc,Ir,5.320337962753e-01,2.964852249928e+00,8.560996683654e+01,0,0
Sc,Pt,6.330709149356e-01,3.005628394292e+00,9.278919175138e+01,0,0
Sc,Au,2.256497585611e-01,1.163152117389e+00,9.512303889085e+00,0,0
Sc,Hg,-1.554336713348e-01,-9.964332894898e-01,7.706365414382e+01,0,0
Sc,Tl,4.153269677114e-01,2.245796547437e+00,6.428675448250e+01,0,0
Sc,Pb,5.045075921405e-01,2.321310937158e+00,1.038623209424e+02,0,0
Sc,Bi,-1.053406729029e-01,-2.459218870821e+00,1.720970117646e+01,0,0
Sc,Po,2.611732917912e-01,1.554243498493e+00,1.988216280470e+01,0,0
Sc,At,-1.731503334108e-01,-3.684087124724e+00,-3.723407593263e+02,0,0
Sc,Rn,-4.671988406138e-01,-3.414521597695e+00,-6.382770661836e+01,0,0
Sc,Fr,6.184256223371e-02,1.575154778386e+00,6.993876547195e+01,0,0
Sc,Ra,4.791394803273e-01,2.733982638992e+00,9.287236374653e+01,0,0
Sc,Ac,5.050186218481e-01,3.832481677512e+00,1.053791087724e+02,1,0
Sc,Th,6.682141840005e-01,1.326586257068e+01,4.313318452381e+02,1,0
Sc,Pa,-3.809572730621e-01,-4.325357142471e+00,-5.138259325715e+02,1,0
Sc,U,-3.680720006523e-01,-4.187760520184e+00,-5.017059584666e+02,1,0
Sc,Np,-3.980258166676e-01,-4.520558685869e+00,-5.276311943192e+02,1,0
Sc,Pu,-3.682300510127e-01,-4.182421185512e+00,-5.127131141599e+02,1,0
Sc,Am,-4.117524412601e-01,-4.878537254556e+00,-5.700618401373e+02,1,0
Sc,Cm,-3.454269945705e-01,-3.942117380715e+00,-5.004838848871e+02,1,0
Sc,Bk,-3.744754619042e-01,-4.255665553066e+00,-5.062808030309e+02,1,0
Sc,Cf,-4.301759570230e-01,-5.010242125689e+00,-5.627459897733e+02,1,0
Sc,Es,-4.845667162053e-01,-6.028918695639e+00,-6.168207193172e+02,1,0
Sc,Fm,-4.801101488562e-01,-8.474261458473e+00,-5.705872434862e+02,1,0
Sc,Md,-4.832406370357e-01,-8.531641429989e+00,-5.720783966770e+02,1,0
Sc,No,-4.847706337290e-01,-8.559839587420e+00,-5.728111919593e+02,1,0
Sc,Lr,-4.213195637307e-01,-7.458226105685e+00,-5.441831809149e+02,1,0
Sc,Rf,-4.626381296471e-01,-8.161130756766e+00,-5.624498075022e+02,0,0
Sc,Db,-4.916205431998e-01,-8.687387066963e+00,-5.761258124806e+02,0,0
Sc,Sg,-5.248893398721e-01,-9.343158170013e+00,-5.931675632325e+02,0,0
Sc,Bh,-5.209178874505e-01,-9.261186782132e+00,-5.910373443885e+02,0,0
Sc,Hs,-5.168914043769e-01,-9.179215394251e+00,-5.889071255445e+02,0,0
Ti,V,9.822566728650e-01,1.072332494377e+01,3.779148073481e+02,0,1
Ti,Cr,7.345467436151e-01,8.928020266912e+00,3.840107218526e+02,0,1
Ti,Mn,2.956369666432e-01,3.133129509263e+00,1.788342717582e+02,0,1
Ti,Fe,8.602981371588e-01,1.826686787850e+01,5.566226952983e+02,0,1
Ti,Co,1.805332362803e-01,3.222858372599e+00,-1.470514107693e+02,0,1
Ti,Ni,4.419309138385e-01,3.193096253156e+00,1.049989731719e+02,0,1
Ti,Cu,4.407467851776e-01,2.777590390421e+00,1.808356138445e+02,0,1
Ti,Zn,-8.149104661482e-02,-7.856939193811e-01,1.287127167199e+02,0,1
Ti,Ga,3.338943229522e-01,1.984995822911e+00,1.365455922023e+02,0,1
Ti,Ge,4.295245342386e-01,3.758313064455e+00,2.600299919351e+02,0,1
Ti,As,-1.321429419940e-01,-7.987551349267e-01,-2.051097533943e+01,0,1
Ti,Se,1.114609908557e-01,7.753234606396e-01,6.071362951001e+01,0,1
Ti,Br,-1.089599386977e-01,-1.219740775157e+00,5.043469921547e+01,0,1
Ti,Kr,-2.980093273455e-01,-7.153386192186e+00,5.414357644370e+01,0,1
Ti,Rb,3.701586655292e-01,2.825741647252e+00,1.547719298952e+02,0,0
Ti,Sr,5.098204190492e-01,3.557721703110e+00,1.961747539549e+02,0,0
Ti,Y,-4.704988750535e-02,-2.410324172374e+00,9.299970873618e+01,0,0
Ti,Zr,5.303979276496e-01,5.164872312284e+00,1.518076405870e+02,1,0
Ti,Nb,2.066278088485e-01,3.694830655234e+00,-1.386246722305e+02,0,0
Ti,Mo,-2.034333814024e-02,-1.127711177603e+00,1.320497745073e+02,0,0
Ti,Tc,5.566473040221e-01,4.641453640683e+00,1.451231314643e+02,0,0
Ti,Ru,5.611907598266e-01,4.829303958374e+00,1.494676404894e+02,0,0
Ti,Rh,4.149997974567e-01,3.858303679474e+00,7.380912568621e+01,0,0
Ti,Pd,1.744944124777e-01,3.123933830975e+00,-1.481051316995e+02,0,0
Ti,Ag,-1.974615523571e-01,-1.256655696272e+00,2.463979729024e+01,0,0
Ti,Cd,-2.870642532146e-01,-1.791295535166e+00,5.037077977800e+00,0,0
Ti,In,3.029977489420e-01,2.314053222078e+00,8.975311467272e+01,0,0
Ti,Sn,4.281220654268e-01,2.604341041901e+00,1.212424550690e+02,0,0
Ti,Sb,1.108962736638e-01,7.295849191148e-01,3.878093095608e+01,0,0
Ti,Te,1.594210344724e-01,1.047981510124e+00,5.668130967168e+01,0,0
Ti,I,1.945146536980e-01,1.374542884723e+00,1.033568129804e+02,0,0
Ti,Xe,-2.212021539861e-01,-3.357897095240e+00,8.044606921699e+01,0,0
Ti,Cs,4.122675800450e-01,3.239031740154e+00,1.542794666597e+02,0,0
Ti,Ba,3.357784770236e-01,3.620751106954e+00,1.955709532308e+02,0,0
Ti,La,5.438049376112e-01,4.979073773213e+00,1.681114155269e+02,0,0
Ti,Ce,6.052075425845e-01,8.530048395026e+00,4.272850496780e+02,0,0
Ti,Pr,5.273878302777e-01,5.649134104427e+00,2.044664793756e+02,0,0
Ti,Nd,5.767882896482e-01,6.830016499952e+00,3.185517637368e+02,0,0
Ti,Pm,3.854230325666e-01,4.016675950113e+00,8.901083717410e+01,0,0
Ti,Sm,5.775404802951e-01,5.983804251149e+00,2.317516180104e+02,0,0
Ti,Eu,4.181606714285e-01,4.702621951902e+00,2.227896818762e+02,0,0
Ti,Gd,6.452646162835e-01,6.739809853963e+00,2.884619293021e+02,0,0
Ti,Tb,6.183881393035e-01,6.872172146447e+00,2.853472423814e+02,0,0
Ti,Dy,5.515280850291e-01,6.597870404991e+00,3.188756702015e+02,0,0
Ti,Ho,4.748613099290e-01,4.600835831409e+00,1.302225963076e+02,0,0
Ti,Er,5.463240873357e-01,6.330978736865e+00,2.976037825797e+02,0,0
Ti,Tm,3.841025307216e-01,4.611571039364e+00,2.403021919171e+02,0,0
Ti,Yb,2.533796427303e-01,1.768909878750e+00,5.734343754666e+01,0,0
Ti,Lu,4.157231145121e-01,3.625479357748e+00,9.259884702091e+01,0,0
Ti,Hf,-8.367808372192e-02,-1.724640259195e+00,1.209120077796e+02,1,0
Ti,Ta,5.406820994641e-01,4.762670949023e+00,1.485219005036e+02,0,0
Ti,W,-6.270236303685e-02,-1.294264416260e+00,1.788078841500e+02,0,0
Ti,Re,4.591916481274e-01,3.446840013807e+00,1.090245509748e+02,0,0
Ti,Os,4.823540878940e-01,3.937139933378e+00,1.039983991529e+02,0,0
Ti,Ir,3.988910645889e-01,3.093415731434e+00,7.346812194423e+01,0,0
Ti,Pt,4.882903685380e-01,3.226125281469e+00,8.328787786446e+01,0,0
Ti,Au,5.500428367419e-02,3.945647675693e-01,-3.050251012289e+01,0,0
Ti,Hg,-1.659601739169e-01,-1.480563884423e+00,6.955620238367e+01,0,0
Ti,Tl,2.444343391377e-01,1.839342656616e+00,4.079049551130e+01,0,0
Ti,Pb,3.145092243726e-01,2.013813027473e+00,9.390632282053e+01,0,0
Ti,Bi,-9.025605271823e-02,-2.932226926092e+00,3.823809493626e+00,0,0
Ti,Po,9.754155418137e-02,8.077930542207e-01,-2.430912000835e+01,0,0
Ti,At,-1.961085200479e-01,-5.806616840245e+00,-5.089730545612e+02,0,0
Ti,Rn,-4.582598031811e-01,-4.660795187978e+00,-1.184487546737e+02,0,0
Ti,Fr,5.057154086092e-02,1.792512089812e+00,5.860334918765e+01,0,0
Ti,Ra,3.621079361115e-01,2.875358398687e+00,9.117263403129e+01,0,0
Ti,Ac,3.965772528043e-01,4.188134705886e+00,1.018347397615e+02,0,0
Ti,Th,8.437417319875e-01,2.331038684488e+01,6.294251292320e+02,0,0
Ti,Pa,-3.103947070993e-01,-4.904335333167e+00,-5.470166391401e+02,0,0
Ti,U,-2.937601673846e-01,-4.651168899030e+00,-5.297558858550e+02,0,0
Ti,Np,-3.272694030999e-01,-5.172570526255e+00,-5.662859140053e+02,0,0
Ti,Pu,-2.973656245264e-01,-4.700233648559e+00,-5.458730625390e+02,0,0
Ti,Am,-3.464491732159e-01,-5.712327772388e+00,-6.252445723944e+02,0,0
Ti,Cm,-2.760823033602e-01,-4.384620341100e+00,-5.294409032343e+02,0,0
Ti,Bk,-3.030409865638e-01,-4.792538860049e+00,-5.367277816299e+02,0,0
Ti,Cf,-3.626618433647e-01,-5.878067815226e+00,-6.150290570785e+02,0,0
Ti,Es,-4.169103507679e-01,-7.218528435185e+00,-6.874902524506e+02,0,0
Ti,Fm,-3.816144230562e-01,-9.373588847507e+00,-6.028972561220e+02,0,0
Ti,Md,-3.846800812822e-01,-9.451244371569e+00,-6.049429952084e+02,0,0
Ti,No,-3.861798256544e-01,-9.489406514822e+00,-6.059483298452e+02,0,0
Ti,Lr,-3.246879617980e-01,-7.998531389285e+00,-5.666730618701e+02,0,0
Ti,Rf,-3.645732767537e-01,-8.949811559051e+00,-5.917333656789e+02,1,0
Ti,Db,-3.929061255411e-01,-9.662023651167e+00,-6.104957155859e+02,0,0
Ti,Sg,-4.258791839463e-01,-1.054951535474e+01,-6.338755908594e+02,0,0
Ti,Bh,-4.219139240654e-01,-1.043857889179e+01,-6.309531064502e+02,0,0
Ti,Hs,-4.179023327255e-01,-1.032764242885e+01,-6.280306220410e+02,0,0
V,Cr,7.145636848426e-01,8.546878678890e+00,3.731733052222e+02,0,1
V,Mn,2.748466060475e-01,2.866426805442e+00,1.768226703267e+02,0,1
V,Fe,8.251310201933e-01,1.724125551515e+01,5.340567474733e+02,0,1
V,Co,2.153352923081e-01,3.782945951359e+00,-1.252540240326e+02,0,1
V,Ni,4.529676713352e-01,3.220740271953e+00,1.090832341673e+02,0,1
V,Cu,3.925272376206e-01,2.434331475005e+00,1.707312541902e+02,0,1
V,Zn,-1.504664487628e-01,-1.427624643801e+00,1.123100026874e+02,0,1
V,Ga,3.241707960436e-01,1.896510791687e+00,1.342680120692e+02,0,1
V,Ge,4.038036637287e-01,3.477011296910e+00,2.494356256814e+02,0,1
V,As,-1.400427432591e-01,-8.330310120524e-01,-1.853407645808e+01,0,1
V,Se,8.345529133588e-02,5.712744123926e-01,5.382070344222e+01,0,1
V,Br,-1.355006567387e-01,-1.492701470987e+00,3.973248929392e+01,0,1
V,Kr,-3.378585023035e-01,-7.980820372044e+00,2.937481127926e+01,0,1
V,Rb,4.157253078716e-01,3.123071045721e+00,1.601305722272e+02,0,0
V,Sr,4.967735788821e-01,3.411490025162e+00,1.920272653325e+02,0,0
V,Y,-3.212519060695e-02,-1.619546599560e+00,1.100473110101e+02,0,0
V,Zr,5.564472897655e-01,5.332276617231e+00,1.601601231663e+02,0,0
V,Nb,2.391078013452e-01,4.207560627988e+00,-1.178846054692e+02,1,0
V,Mo,1.796785323387e-03,9.801729823208e-02,1.440571576174e+02,0,0
V,Tc,5.744521362362e-01,4.713664028279e+00,1.516160203400e+02,0,0
V,Ru,5.780513953403e-01,4.895210275362e+00,1.552436662727e+02,0,0
V,Rh,4.373465492997e-01,4.001336679896e+00,8.221060713181e+01,0,0
V,Pd,2.088973480181e-01,3.680307415320e+00,-1.264925414251e+02,0,0
V,Ag,-2.173970701773e-01,-1.361502091344e+00,2.067686619204e+01,0,0
V,Cd,-3.248728406347e-01,-1.994951779615e+00,-9.554783676313e-01,0,0
V,In,3.257743228105e-01,2.448395996004e+00,9.152125804819e+01,0,0
V,Sn,4.183193184455e-01,2.504200125483e+00,1.172019462359e+02,0,0
V,Sb,1.038203698955e-01,6.721594914421e-01,3.832863415377e+01,0,0
V,Te,1.504812741751e-01,9.734672065812e-01,5.137215279961e+01,0,0
V,I,1.354883321760e-01,9.421905307017e-01,8.960190640278e+01,0,0
V,Xe,-2.775696455947e-01,-4.146492370958e+00,5.906204783976e+01,0,0
V,Cs,4.357717430848e-01,3.369193499584e+00,1.554003119608e+02,0,0
V,Ba,3.448480063644e-01,3.659353839267e+00,1.940323811268e+02,0,0
V,La,5.728989751396e-01,5.161956358968e+00,1.764403963926e+02,0,0
V,Ce,6.259858165975e-01,8.682454679504e+00,4.310169996433e+02,0,0
V,Pr,5.679977057634e-01,5.987275339408e+00,2.166969203644e+02,0,0
V,Nd,6.039693876525e-01,7.038030002872e+00,3.255072379608e+02,0,0
V,Pm,4.257596473330e-01,4.366409848432e+00,1.040751788096e+02,0,0
V,Sm,6.035349002578e-01,6.153585026090e+00,2.389858258179e+02,0,0
V,Eu,4.149453308926e-01,4.592177148852e+00,2.244105401868e+02,0,0
V,Gd,6.618422445479e-01,6.802916591594e+00,2.919671666935e+02,0,0
V,Tb,6.435286557646e-01,7.037714386969e+00,2.914425600581e+02,0,0
V,Dy,5.588694991448e-01,6.579265695310e+00,3.210833859958e+02,0,0
V,Ho,5.086176779617e-01,4.849447590789e+00,1.409355912541e+02,0,0
V,Er,5.507473784779e-01,6.280638734097e+00,2.992488546146e+02,0,0
V,Tm,3.943872815767e-01,4.659673685313e+00,2.433536153767e+02,0,0
V,Yb,2.588736579297e-01,1.778495279968e+00,6.260951218212e+01,0,0
V,Lu,4.345237477415e-01,3.729113911541e+00,9.923712462321e+01,0,0
V,Hf,-6.104056934427e-02,-1.238044451742e+00,1.305292538779e+02,0,0
V,Ta,5.588965026474e-01,4.844744144113e+00,1.553010716425e+02,1,0
V,W,-4.594062366461e-02,-9.331830851367e-01,1.845672216951e+02,0,0
V,Re,4.648190733272e-01,3.433538762791e+00,1.135423228491e+02,0,0
V,Os,4.958397277484e-01,3.982786957954e+00,1.099573605745e+02,0,0
V,Ir,4.163218302277e-01,3.177196201100e+00,8.073236613826e+01,0,0
V,Pt,4.834019531808e-01,3.142985229356e+00,8.410117038844e+01,0,0
V,Au,5.705966043874e-02,4.027929317147e-01,-2.566785902904e+01,0,0
V,Hg,-2.295028812640e-01,-2.014847964647e+00,5.440149247283e+01,0,0
V,Tl,2.593123922654e-01,1.920235816017e+00,4.425739252975e+01,0,0
V,Pb,3.030205369111e-01,1.909363826429e+00,8.891112984063e+01,0,0
V,Bi,-7.233757108819e-02,-2.312682596497e+00,1.064233740332e+01,0,0
V,Po,1.151419197646e-01,9.383714335324e-01,-1.691149033346e+01,0,0
V,At,-1.677429480161e-01,-4.887669673110e+00,-4.564959927539e+02,0,0
V,Rn,-4.848842696830e-01,-4.853077408344e+00,-1.194138336771e+02,0,0
V,Fr,2.209525158710e-01,7.707006527757e+00,7.900050212247e+01,0,0
V,Ra,3.936243636535e-01,3.075861541969e+00,9.598412460076e+01,0,0
V,Ac,4.408093719156e-01,4.581150186755e+00,1.131260375689e+02,0,0
V,Th,8.186189511586e-01,2.225628191598e+01,6.098813142385e+02,0,0
V,Pa,-3.009537128393e-01,-4.679467383586e+00,-5.377412956420e+02,0,0
V,U,-2.894049969243e-01,-4.509268519131e+00,-5.239374330771e+02,0,0
V,Np,-3.223654018650e-01,-5.013953589824e+00,-5.576197642857e+02,0,0
V,Pu,-2.928451370819e-01,-4.555096373314e+00,-5.383855411685e+02,0,0
V,Am,-3.370666081302e-01,-5.469154466455e+00,-6.096366771631e+02,0,0
V,Cm,-2.744304057452e-01,-4.289004689012e+00,-5.241380625109e+02,0,0
V,Bk,-2.988089985432e-01,-4.650383964972e+00,-5.305136634544e+02,0,0
V,Cf,-3.536614922174e-01,-5.640938582147e+00,-6.010600341409e+02,0,0
V,Es,-3.975110576928e-01,-6.773077994006e+00,-6.640638848307e+02,0,0
V,Fm,-3.658775780452e-01,-8.843980655765e+00,-5.887684232881e+02,0,0
V,Md,-3.692403335569e-01,-8.927488441067e+00,-5.909773994498e+02,0,0
V,No,-3.708862732400e-01,-8.968526552700e+00,-5.920629534493e+02,0,0
V,Lr,-3.038192531976e-01,-7.365296371744e+00,-5.496537668252e+02,0,0
V,Rf,-3.472260533966e-01,-8.388266741690e+00,-5.767137248058e+02,0,0
V,Db,-3.782752914561e-01,-9.154152429742e+00,-5.969731918886e+02,1,0
V,Sg,-4.146779248354e-01,-1.010852711890e+01,-6.222186337364e+02,0,0
V,Bh,-4.102831081153e-01,-9.989230282760e+00,-6.190629535055e+02,0,0
V,Hs,-4.058419704333e-01,-9.869933446614e+00,-6.159072732745e+02,0,0
Cr,Mn,2.956532437972e-01,3.432925490584e+00,2.090595945993e+02,0,1
Cr,Fe,8.077555248400e-01,1.879131453687e+01,6.248295407998e+02,0,1
Cr,Co,-1.606654292453e-01,-3.142451705145e+00,-2.780544783444e+02,0,1
Cr,Ni,4.639957206021e-02,3.673108208973e-01,7.240996567299e+01,0,1
Cr,Cu,4.216752609583e-01,2.911516729401e+00,2.046476193930e+02,0,1
Cr,Zn,1.910146486457e-01,2.017772924608e+00,1.694329878236e+02,0,1
Cr,Ga,2.864837339709e-01,1.866004344240e+00,1.170579931237e+02,0,1
Cr,Ge,3.347816965805e-01,3.209436620770e+00,3.019102626041e+02,0,1
Cr,As,-3.220675853627e-01,-2.132940931624e+00,-3.645642619113e+01,0,1
Cr,Se,-9.911206094493e-02,-7.553507292141e-01,5.269241183055e+01,0,1
Cr,Br,-8.870570729739e-02,-1.087963623705e+00,8.258041330613e+01,0,1
Cr,Kr,3.207146034096e-01,8.434564626006e+00,1.951500883298e+02,0,1
Cr,Rb,3.013969436324e-01,2.520841241860e+00,1.395364155251e+02,0,0
Cr,Sr,3.149100451396e-01,2.407705592029e+00,1.919371031684e+02,0,0
Cr,Y,-7.372515784220e-02,-4.138040125509e+00,8.941049173768e+01,0,0
Cr,Zr,9.388334289323e-02,1.001632564215e+00,7.916369058533e+01,0,0
Cr,Nb,-1.411164886210e-01,-2.764684954581e+00,-2.727825580616e+02,0,0
Cr,Mo,-4.787205126836e-02,-2.907500673040e+00,1.153892660623e+02,1,0
Cr,Tc,1.516550647697e-01,1.385456663043e+00,9.018946836648e+01,0,0
Cr,Ru,1.444431156546e-01,1.361861669986e+00,9.607719671204e+01,0,0
Cr,Rh,-2.649152939151e-02,-2.698470493014e-01,-4.185416725698e+00,0,0
Cr,Pd,-1.696582178419e-01,-3.327800800950e+00,-2.812809792077e+02,0,0
Cr,Ag,-3.379053210237e-01,-2.356084746996e+00,6.337904417703e+00,0,0
Cr,Cd,-2.524120602670e-01,-1.725680333252e+00,-3.231458855937e-01,0,0
Cr,In,-7.347062834598e-02,-6.147659639730e-01,3.257221680350e+01,0,0
Cr,Sn,6.860140711480e-02,4.572201761764e-01,9.356171903972e+01,0,0
Cr,Sb,-2.026187897975e-01,-1.460497210839e+00,8.924084045353e+00,0,0
Cr,Te,-1.725211029493e-01,-1.242545620996e+00,2.613832217276e+01,0,0
Cr,I,1.708776743120e-01,1.322980411795e+00,1.151462790384e+02,0,0
Cr,Xe,1.607484881309e-01,2.673542226866e+00,1.841374425366e+02,0,0
Cr,Cs,9.869271916092e-02,8.495388695695e-01,9.391337143115e+01,0,0
Cr,Ba,9.634199880656e-02,1.138213125107e+00,1.656077428032e+02,0,0
Cr,La,1.468128382706e-01,1.472758605660e+00,1.179981723209e+02,0,0
Cr,Ce,4.267694625712e-01,6.590261064856e+00,4.641547059573e+02,0,0
Cr,Pr,1.955941653415e-01,2.295460351226e+00,1.654498143632e+02,0,0
Cr,Nd,3.641409990777e-01,4.724295098620e+00,3.303313867770e+02,0,0
Cr,Pm,2.991845815311e-03,3.416099092029e-02,2.455073079941e+01,0,0
Cr,Sm,2.078317219013e-01,2.359222512861e+00,1.919145838511e+02,0,0
Cr,Eu,3.151212898418e-01,3.882726032906e+00,2.296277773718e+02,0,0
Cr,Gd,3.298779597603e-01,3.775071773402e+00,2.737890102862e+02,0,0
